Q6,2008,2010,2011,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
1,15.39,-26.19,-3.18,-3.31,5.17,-1.18,-6.96,3.42,11.78,-21.81,5.67,22.6,-7.66
2,-26.96,7.48,2.3,16.38,6.0,30.19,5.8,-15.75,-32.52,44.58,-25.83,51.69,-5.19
3,-24.73,66.93,13.05,12.94,-12.47,-4.64,13.64,11.43,-3.33,3.45,16.67,-25.93,12.46
4,64.88,38.63,20.73,13.89,-30.3,60.87,-22.97,-17.54,-12.77,-9.76,-37.84,82.61,30.95
5,-8.14,20.52,-14.59,-19.74,24.12,-19.91,0.59,-8.82,0.0,45.16,-18.67,-25.14,-7.3
6,-50.54,0.0,1212.99,0.0,-61.51,-40.0,166.67,-87.5,100.0,150.0,-40.0,0.0,-66.67
7,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,196.78,34.78,0.0,0.0,0.0,0.0,-75.0,0.0,0.0,0.0,0.0,0.0,0.0
99,97.86,-24.19,33.22,-49.96,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,300.0
